-BEGIN HEADER-
NASA/POWER Source Native Resolution Hourly Data 
Dates (month/day/year): 05/01/2025 through 08/31/2025 in LST
Location: Latitude  9.74   Longitude 80.02 
Elevation from MERRA-2: Average for 0.5 x 0.625 degree lat/lon region = 6.95 meters
The value for missing source data that cannot be computed or is outside of the sources availability range: -999 
Parameter(s): 
ALLSKY_SFC_SW_DWN      CERES SYN1deg All Sky Surface Shortwave Downward Irradiance (Wh/m^2) 
ALLSKY_SFC_SW_DNI      CERES SYN1deg All Sky Surface Shortwave Downward Direct Normal Irradiance (Wh/m^2) 
ALLSKY_SFC_SW_DIFF     CERES SYN1deg All Sky Surface Shortwave Diffuse Irradiance (Wh/m^2) 
T2M                    MERRA-2 Temperature at 2 Meters (C) 
WS10M                  MERRA-2 Wind Speed at 10 Meters (m/s) 
RH2M                   MERRA-2 Relative Humidity at 2 Meters (%) 
-END HEADER-
YEAR,MO,DY,HR,ALLSKY_SFC_SW_DWN,ALLSKY_SFC_SW_DNI,ALLSKY_SFC_SW_DIFF,T2M,WS10M,RH2M
2025,5,17,7,71.03,83.29,37.77,29.37,6.69,84.9
2025,5,17,8,127.65,78.49,64.99,29.52,7.12,85.09
2025,5,17,9,214.77,21.2,132.15,29.65,7.42,84.46
2025,5,17,10,287.7,3.65,203.2,29.54,7.97,82.64
2025,5,17,11,273.73,0.0,195.63,29.17,8.24,80.46
2025,5,17,12,404.73,0.27,286.18,28.83,7.68,78.07
2025,5,17,13,363.73,0.24,271.55,28.78,6.37,74.31
2025,5,17,14,177.93,5.16,135.43,28.95,5.03,69.83
2025,5,17,15,113.07,0.0,94.96,29.33,4.32,66.16
2025,5,17,16,46.88,0.0,46.99,29.75,4.19,63.87
2025,5,17,17,5.9,0.0,7.31,29.67,4.18,66.52
2025,5,17,18,0.0,0.0,0.0,29.47,4.76,68.95
2025,5,17,19,0.0,0.0,0.0,29.41,5.42,71.21
2025,5,17,20,0.0,0.0,0.0,29.23,5.96,74.49
2025,5,17,21,0.0,0.0,0.0,28.98,6.34,77.6
2025,5,17,22,0.0,0.0,0.0,28.78,6.47,79.68
2025,5,17,23,0.0,0.0,0.0,28.65,6.37,80.66
2025,5,18,0,0.0,0.0,0.0,28.57,6.04,81.26
2025,5,18,1,0.0,0.0,0.0,28.5,5.59,81.73
2025,5,18,2,0.0,0.0,0.0,28.4,5.05,82.18
2025,5,18,3,0.0,0.0,0.0,28.36,4.72,81.97
2025,5,18,4,0.0,0.0,0.0,28.4,4.48,80.86
2025,5,18,5,11.2,2.09,13.86,28.5,4.05,79.38
2025,5,18,6,104.15,45.54,79.21,28.96,3.48,76.66
2025,5,18,7,249.35,109.32,159.66,29.37,3.12,73.18
2025,5,18,8,402.95,76.12,272.91,29.87,3.06,70.34
2025,5,18,9,540.67,40.12,346.15,30.32,3.44,68.5
2025,5,18,10,612.22,92.48,413.52,30.68,3.9,67.74
2025,5,18,11,592.92,29.27,418.47,30.9,4.23,67.48
2025,5,18,12,568.42,27.32,396.56,30.92,4.48,67.59
2025,5,18,13,443.55,1.63,330.84,30.83,4.58,68.01
2025,5,18,14,340.55,10.44,259.12,30.7,4.47,68.37
2025,5,18,15,212.02,12.27,176.71,30.48,4.17,69.15
2025,5,18,16,100.85,20.44,86.39,30.15,3.75,70.86
2025,5,18,17,13.82,0.0,17.11,29.67,3.16,73.91
2025,5,18,18,0.0,0.0,0.0,29.25,2.85,77.1
2025,5,18,19,0.0,0.0,0.0,29.02,2.67,78.86
2025,5,18,20,0.0,0.0,0.0,28.81,2.44,80.71
2025,5,18,21,0.0,0.0,0.0,28.66,2.57,82.67
2025,5,18,22,0.0,0.0,0.0,28.57,2.87,84.53
2025,5,18,23,0.0,0.0,0.0,28.52,3.08,86.04
2025,5,19,0,0.0,0.0,0.0,28.55,3.43,87.05
2025,5,19,1,0.0,0.0,0.0,28.62,3.86,87.82
2025,5,19,2,0.0,0.0,0.0,28.69,4.04,88.07
2025,5,19,3,0.0,0.0,0.0,28.74,4.21,87.86
2025,5,19,4,0.0,0.0,0.0,28.77,4.24,87.36
2025,5,19,5,9.77,2.83,11.23,28.8,4.25,86.63
2025,5,19,6,121.05,41.03,87.75,29.11,4.56,84.73
2025,5,19,7,286.85,74.11,179.19,29.42,4.71,82.49
2025,5,19,8,455.3,86.26,294.05,29.76,4.94,79.98
2025,5,19,9,585.95,87.85,363.99,30.15,5.25,77.39
2025,5,19,10,687.15,123.61,416.49,30.52,5.59,75.18
2025,5,19,11,705.88,169.08,368.39,30.83,5.82,73.02
2025,5,19,12,625.62,50.58,432.37,30.97,6.05,71.31
2025,5,19,13,525.83,15.71,389.07,30.98,6.35,70.84
2025,5,19,14,451.8,51.67,292.68,30.83,6.7,71.39
2025,5,19,15,262.08,55.61,172.75,30.57,7.16,72.6
2025,5,19,16,135.88,48.67,100.38,30.18,7.64,74.95
2025,5,19,17,22.77,3.5,28.2,29.66,7.8,78.67
2025,5,19,18,0.0,0.0,0.0,29.18,8.15,82.51
2025,5,19,19,0.0,0.0,0.0,28.95,8.82,84.49
2025,5,19,20,0.0,0.0,0.0,28.87,9.45,84.28
2025,5,19,21,0.0,0.0,0.0,28.91,9.65,81.98
2025,5,19,22,0.0,0.0,0.0,28.96,9.51,79.28
2025,5,19,23,0.0,0.0,0.0,28.99,9.24,77.86
2025,5,20,0,0.0,0.0,0.0,28.97,8.94,78.47
2025,5,20,1,0.0,0.0,0.0,28.94,8.73,80.04
2025,5,20,2,0.0,0.0,0.0,28.93,8.52,81.87
2025,5,20,3,0.0,0.0,0.0,28.97,8.21,83.03
2025,5,20,4,0.0,0.0,0.0,28.99,7.78,83.83
2025,5,20,5,17.02,8.27,20.99,29.08,7.67,83.43
2025,5,20,6,131.1,45.9,105.06,29.4,7.47,81.83
2025,5,20,7,294.35,108.41,203.23,29.82,7.49,79.27
2025,5,20,8,471.65,122.87,279.84,30.26,7.8,75.41
2025,5,20,9,616.67,102.71,367.61,30.73,8.43,71.2
2025,5,20,10,722.53,226.06,359.96,31.09,8.63,68.61
2025,5,20,11,730.12,297.35,326.3,31.22,8.56,67.64
2025,5,20,12,796.58,411.19,318.46,31.18,8.3,67.5
2025,5,20,13,626.95,185.35,308.32,31.06,7.83,67.72
2025,5,20,14,523.5,227.75,269.32,30.94,7.18,68.4
2025,5,20,15,363.17,209.04,215.62,30.88,6.62,69.33
2025,5,20,16,173.48,106.52,128.17,30.74,6.17,71.32
2025,5,20,17,26.48,6.04,30.34,30.31,5.8,76.11
2025,5,20,18,0.0,0.0,0.0,29.92,6.31,80.93
2025,5,20,19,0.0,0.0,0.0,29.74,7.16,83.65
2025,5,20,20,0.0,0.0,0.0,29.64,8.06,84.61
2025,5,20,21,0.0,0.0,0.0,29.62,9.02,83.06
2025,5,20,22,0.0,0.0,0.0,29.56,9.8,79.96
2025,5,20,23,0.0,0.0,0.0,29.37,10.19,78.92
2025,5,21,0,0.0,0.0,0.0,29.19,10.09,80.1
2025,5,21,1,0.0,0.0,0.0,29.08,9.8,80.89
2025,5,21,2,0.0,0.0,0.0,29.07,9.39,80.47
2025,5,21,3,0.0,0.0,0.0,29.07,8.86,79.79
2025,5,21,4,0.0,0.0,0.0,29.16,8.42,79.19
2025,5,21,5,17.45,6.44,21.38,29.23,8.0,79.33
2025,5,21,6,167.15,163.55,115.29,29.61,8.04,78.82
2025,5,21,7,383.62,349.57,192.41,30.02,8.11,77.75
2025,5,21,8,571.95,312.84,313.77,30.35,8.35,76.29
2025,5,21,9,713.72,347.12,320.34,30.69,8.58,74.74
2025,5,21,10,862.1,504.79,340.2,31.01,8.77,72.76
2025,5,21,11,905.45,588.53,285.2,31.27,8.97,71.22
2025,5,21,12,845.85,601.73,252.97,31.46,9.15,70.22
2025,5,21,13,756.12,474.72,279.1,31.59,9.16,69.51
2025,5,21,14,586.05,395.43,285.84,31.6,8.93,68.72
2025,5,21,15,391.3,302.57,206.24,31.45,8.36,68.76
2025,5,21,16,189.43,109.74,158.81,31.18,7.7,70.84
2025,5,21,17,31.6,7.67,31.82,30.76,7.32,74.5
2025,5,21,18,0.0,0.0,0.0,30.44,7.66,76.89
2025,5,21,19,0.0,0.0,0.0,30.25,7.9,78.56
2025,5,21,20,0.0,0.0,0.0,30.07,7.69,79.65
2025,5,21,21,0.0,0.0,0.0,29.87,7.36,80.28
2025,5,21,22,0.0,0.0,0.0,29.76,7.12,79.11
2025,5,21,23,0.0,0.0,0.0,29.66,7.04,77.58
2025,5,22,0,0.0,0.0,0.0,29.58,6.92,76.71
2025,5,22,1,0.0,0.0,0.0,29.46,6.75,76.66
2025,5,22,2,0.0,0.0,0.0,29.32,6.54,77.03
2025,5,22,3,0.0,0.0,0.0,29.22,6.29,77.31
2025,5,22,4,0.0,0.0,0.0,29.14,6.05,77.53
2025,5,22,5,14.6,1.08,18.75,29.16,6.0,77.51
2025,5,22,6,143.07,108.06,101.19,29.76,6.23,75.16
2025,5,22,7,336.8,196.43,205.33,30.35,6.24,72.17
2025,5,22,8,520.6,230.57,276.1,30.82,6.18,69.97
2025,5,22,9,716.28,332.1,339.28,31.18,6.09,68.84
2025,5,22,10,873.08,582.19,287.78,31.55,6.0,67.68
2025,5,22,11,781.8,260.25,505.88,31.8,5.9,66.91
2025,5,22,12,869.7,562.71,278.46,31.95,5.92,66.24
2025,5,22,13,767.83,521.54,267.12,32.02,5.89,65.78
2025,5,22,14,616.7,495.89,216.92,31.97,5.75,65.6
2025,5,22,15,419.75,429.18,184.42,31.78,5.61,66.33
2025,5,22,16,206.12,250.93,124.37,31.44,5.7,68.43
2025,5,22,17,32.3,27.67,31.18,30.83,6.02,72.82
2025,5,22,18,0.0,0.0,0.0,30.25,6.75,77.7
2025,5,22,19,0.0,0.0,0.0,29.93,7.65,80.75
2025,5,22,20,0.0,0.0,0.0,29.69,8.24,83.12
2025,5,22,21,0.0,0.0,0.0,29.55,8.47,84.26
2025,5,22,22,0.0,0.0,0.0,29.48,8.56,84.28
2025,5,22,23,0.0,0.0,0.0,29.42,8.68,84.15
2025,5,23,0,0.0,0.0,0.0,29.37,8.64,83.91
2025,5,23,1,0.0,0.0,0.0,29.34,8.45,83.85
2025,5,23,2,0.0,0.0,0.0,29.34,8.06,83.73
2025,5,23,3,0.0,0.0,0.0,29.36,7.76,83.6
2025,5,23,4,0.0,0.0,0.0,29.41,7.49,83.42
2025,5,23,5,18.85,14.55,19.9,29.48,7.25,83.17
2025,5,23,6,176.27,254.56,99.86,29.81,7.27,81.82
2025,5,23,7,390.4,452.63,160.02,30.2,7.34,79.94
2025,5,23,8,583.12,317.64,315.03,30.64,7.75,77.41
2025,5,23,9,755.5,471.42,285.29,30.92,8.17,75.84
2025,5,23,10,818.45,429.07,352.13,31.11,8.51,74.95
2025,5,23,11,831.72,353.29,483.56,31.23,8.78,74.4
2025,5,23,12,823.65,366.54,438.1,31.24,8.97,74.56
2025,5,23,13,759.15,687.61,140.24,31.21,9.15,74.87
2025,5,23,14,654.1,615.04,160.99,31.18,9.26,75.24
2025,5,23,15,430.7,491.35,157.1,31.1,9.29,76.07
2025,5,23,16,210.07,263.36,116.61,30.95,9.28,77.34
2025,5,23,17,33.95,66.51,25.75,30.64,9.18,79.69
2025,5,23,18,0.0,0.0,0.0,30.3,8.94,82.33
2025,5,23,19,0.0,0.0,0.0,30.1,8.84,84.06
2025,5,23,20,0.0,0.0,0.0,29.98,8.95,84.69
2025,5,23,21,0.0,0.0,0.0,29.87,9.02,84.88
2025,5,23,22,0.0,0.0,0.0,29.77,8.82,85.14
2025,5,23,23,0.0,0.0,0.0,29.67,8.72,85.56
2025,5,24,0,0.0,0.0,0.0,29.57,8.71,85.88
2025,5,24,1,0.0,0.0,0.0,29.49,8.89,86.1
2025,5,24,2,0.0,0.0,0.0,29.41,8.94,86.36
2025,5,24,3,0.0,0.0,0.0,29.39,8.84,86.46
2025,5,24,4,0.0,0.0,0.0,29.38,8.7,86.74
2025,5,24,5,13.52,5.51,16.57,29.42,8.61,87.02
2025,5,24,6,143.85,117.71,104.73,29.66,8.74,86.39
2025,5,24,7,315.08,221.78,203.43,30.09,9.13,83.98
2025,5,24,8,491.15,157.72,295.94,30.59,10.06,79.96
2025,5,24,9,636.38,128.48,373.06,31.02,11.06,76.09
2025,5,24,10,769.7,250.14,401.45,31.41,11.63,72.28
2025,5,24,11,781.33,323.59,356.59,31.81,11.58,67.7
2025,5,24,12,756.67,298.99,425.87,32.15,11.19,63.3
2025,5,24,13,660.97,246.52,437.12,32.29,10.85,60.49
2025,5,24,14,487.42,134.76,352.26,32.16,10.62,59.91
2025,5,24,15,247.55,24.3,205.22,31.68,10.32,61.32
2025,5,24,16,113.6,16.51,113.03,31.06,9.9,63.99
2025,5,24,17,16.62,3.12,20.76,30.35,9.52,67.42
2025,5,24,18,0.0,0.0,0.0,29.72,9.58,71.09
2025,5,24,19,0.0,0.0,0.0,29.4,9.79,74.36
2025,5,24,20,0.0,0.0,0.0,29.26,9.66,77.77
2025,5,24,21,0.0,0.0,0.0,29.27,9.39,80.71
2025,5,24,22,0.0,0.0,0.0,29.35,9.26,82.47
2025,5,24,23,0.0,0.0,0.0,29.41,9.34,83.1
2025,5,25,0,0.0,0.0,0.0,29.44,9.48,82.39
2025,5,25,1,0.0,0.0,0.0,29.41,9.58,81.14
2025,5,25,2,0.0,0.0,0.0,29.36,9.44,80.5
2025,5,25,3,0.0,0.0,0.0,29.33,9.17,80.29
2025,5,25,4,0.0,0.0,0.0,29.35,9.1,79.75
2025,5,25,5,7.78,0.0,9.48,29.39,9.13,79.17
2025,5,25,6,49.9,0.0,48.82,29.66,9.18,78.02
2025,5,25,7,153.45,0.0,130.36,30.06,9.39,76.73
2025,5,25,8,276.3,60.57,166.56,30.52,10.0,75.16
2025,5,25,9,421.3,144.71,228.66,30.86,10.78,73.47
2025,5,25,10,362.02,0.16,256.69,31.13,11.4,71.93
2025,5,25,11,380.08,0.09,268.56,31.34,11.67,69.97
2025,5,25,12,315.58,0.0,223.19,31.48,11.58,66.81
2025,5,25,13,311.33,0.0,232.48,31.52,11.14,64.64
2025,5,25,14,266.58,0.12,204.1,31.51,10.59,64.55
2025,5,25,15,175.88,2.87,147.38,31.41,9.88,66.35
2025,5,25,16,89.12,0.0,89.34,31.13,9.16,69.88
2025,5,25,17,15.18,0.0,18.97,30.66,8.5,74.9
2025,5,25,18,0.0,0.0,0.0,30.28,8.28,79.23
2025,5,25,19,0.0,0.0,0.0,30.02,8.03,82.73
2025,5,25,20,0.0,0.0,0.0,29.83,7.93,85.18
2025,5,25,21,0.0,0.0,0.0,29.79,7.9,85.48
2025,5,25,22,0.0,0.0,0.0,29.78,8.15,83.71
2025,5,25,23,0.0,0.0,0.0,29.71,8.34,83.4
2025,5,26,0,0.0,0.0,0.0,29.63,8.46,83.46
2025,5,26,1,0.0,0.0,0.0,29.57,8.64,83.37
2025,5,26,2,0.0,0.0,0.0,29.54,8.94,82.66
2025,5,26,3,0.0,0.0,0.0,29.53,9.27,80.84
2025,5,26,4,0.0,0.0,0.0,29.53,9.67,78.87
2025,5,26,5,9.77,0.0,11.89,29.57,10.13,77.45
2025,5,26,6,109.15,6.0,106.52,29.76,10.38,76.2
2025,5,26,7,220.25,10.62,186.07,30.09,10.7,74.4
2025,5,26,8,351.67,21.85,262.66,30.36,11.08,72.73
2025,5,26,9,446.1,11.63,330.7,30.63,11.05,71.75
2025,5,26,10,523.8,38.91,368.7,30.86,11.17,71.35
2025,5,26,11,662.4,94.87,406.32,30.99,11.28,71.66
2025,5,26,12,740.38,326.56,344.57,31.04,11.45,72.09
2025,5,26,13,427.38,27.56,282.05,31.0,11.6,72.51
2025,5,26,14,409.4,53.32,262.92,30.96,11.58,72.99
2025,5,26,15,278.85,105.39,155.13,30.87,11.5,73.7
2025,5,26,16,134.3,39.74,116.17,30.7,11.46,74.93
2025,5,26,17,18.5,2.75,20.32,30.39,11.39,77.18
2025,5,26,18,0.0,0.0,0.0,30.16,11.36,79.28
2025,5,26,19,0.0,0.0,0.0,30.09,11.52,80.33
2025,5,26,20,0.0,0.0,0.0,30.05,11.7,80.84
2025,5,26,21,0.0,0.0,0.0,29.94,11.71,81.55
2025,5,26,22,0.0,0.0,0.0,29.76,11.55,82.59
2025,5,26,23,0.0,0.0,0.0,29.54,11.44,83.83
2025,5,27,0,0.0,0.0,0.0,29.35,11.43,84.77
2025,5,27,1,0.0,0.0,0.0,29.23,11.53,85.13
2025,5,27,2,0.0,0.0,0.0,29.11,11.87,85.31
2025,5,27,3,0.0,0.0,0.0,29.02,12.32,84.84
2025,5,27,4,0.0,0.0,0.0,28.93,12.64,84.19
2025,5,27,5,13.25,5.56,16.13,28.89,12.91,83.66
2025,5,27,6,131.52,50.16,109.35,28.98,13.15,82.66
2025,5,27,7,260.58,38.02,190.74,29.25,13.12,80.66
2025,5,27,8,419.1,46.04,278.4,29.69,13.06,78.34
2025,5,27,9,564.4,86.79,317.55,30.18,13.6,76.32
2025,5,27,10,642.7,120.71,357.49,30.47,14.02,75.49
2025,5,27,11,580.65,24.21,405.66,30.62,13.98,74.88
2025,5,27,12,687.17,180.76,446.78,30.72,13.53,74.07
2025,5,27,13,656.28,237.26,360.36,30.84,12.8,73.19
2025,5,27,14,518.65,263.96,267.39,30.83,12.39,72.76
2025,5,27,15,281.9,59.84,198.72,30.67,12.21,73.51
2025,5,27,16,132.68,20.28,100.44,30.43,12.24,75.09
2025,5,27,17,21.75,3.04,27.16,30.11,12.08,77.79
2025,5,27,18,0.0,0.0,0.0,29.92,11.91,80.0
2025,5,27,19,0.0,0.0,0.0,29.89,11.59,81.6
2025,5,27,20,0.0,0.0,0.0,29.88,10.97,83.26
2025,5,27,21,0.0,0.0,0.0,29.86,10.38,84.61
2025,5,27,22,0.0,0.0,0.0,29.8,9.91,85.58
2025,5,27,23,0.0,0.0,0.0,29.71,9.53,86.15
2025,5,28,0,0.0,0.0,0.0,29.62,9.28,86.58
2025,5,28,1,0.0,0.0,0.0,29.54,9.42,86.96
2025,5,28,2,0.0,0.0,0.0,29.47,9.82,87.29
2025,5,28,3,0.0,0.0,0.0,29.45,10.19,87.36
2025,5,28,4,0.0,0.0,0.0,29.45,10.28,87.36
2025,5,28,5,18.23,17.65,22.43,29.49,10.37,87.01
2025,5,28,6,169.82,194.96,115.89,29.72,10.64,85.66
2025,5,28,7,369.8,327.37,221.76,30.08,10.93,83.51
2025,5,28,8,547.03,342.87,279.84,30.43,11.2,81.02
2025,5,28,9,727.62,382.99,334.58,30.79,11.39,78.34
2025,5,28,10,858.7,590.34,265.22,31.05,11.58,76.29
2025,5,28,11,888.6,566.41,290.77,31.25,11.72,74.79
2025,5,28,12,826.55,857.95,393.86,31.34,11.66,73.97
2025,5,28,13,697.78,470.27,413.52,31.35,11.47,73.73
2025,5,28,14,544.78,362.47,301.99,31.32,11.59,73.83
2025,5,28,15,350.7,251.02,266.9,31.18,11.77,74.54
2025,5,28,16,169.38,146.94,162.35,30.89,11.94,76.45
2025,5,28,17,28.02,0.0,35.04,30.53,11.8,79.19
2025,5,28,18,0.0,0.0,0.0,30.36,11.59,80.75
2025,5,28,19,0.0,0.0,0.0,30.21,11.42,82.02
2025,5,28,20,0.0,0.0,0.0,30.09,11.32,82.75
2025,5,28,21,0.0,0.0,0.0,29.97,11.2,83.41
2025,5,28,22,0.0,0.0,0.0,29.84,11.41,83.78
2025,5,28,23,0.0,0.0,0.0,29.69,11.65,84.26
2025,5,29,0,0.0,0.0,0.0,29.57,11.67,84.93
2025,5,29,1,0.0,0.0,0.0,29.51,11.79,85.2
2025,5,29,2,0.0,0.0,0.0,29.49,11.93,85.17
2025,5,29,3,0.0,0.0,0.0,29.45,12.06,85.14
2025,5,29,4,0.0,0.0,0.0,29.4,12.06,84.96
2025,5,29,5,16.42,13.02,19.74,29.36,11.96,84.69
2025,5,29,6,142.1,96.39,102.13,29.53,11.85,83.39
2025,5,29,7,299.38,160.25,176.98,29.79,11.76,81.18
2025,5,29,8,527.28,276.26,300.51,30.12,11.57,78.62
2025,5,29,9,682.47,272.48,359.26,30.38,11.48,77.21
2025,5,29,10,801.92,404.98,387.38,30.57,11.52,77.41
2025,5,29,11,796.65,464.86,416.55,30.8,11.79,77.25
2025,5,29,12,696.2,141.7,417.33,31.11,11.92,75.72
2025,5,29,13,629.72,167.73,431.89,31.26,11.96,74.06
2025,5,29,14,461.27,94.18,338.54,31.21,12.06,73.51
2025,5,29,15,309.95,54.97,239.61,31.0,11.84,74.27
2025,5,29,16,150.43,16.35,149.97,30.72,11.06,75.68
2025,5,29,17,26.48,0.0,33.1,30.35,10.02,77.91
2025,5,29,18,0.0,0.0,0.0,30.11,9.65,79.6
2025,5,29,19,0.0,0.0,0.0,29.99,9.99,80.69
2025,5,29,20,0.0,0.0,0.0,29.84,10.8,81.43
2025,5,29,21,0.0,0.0,0.0,29.71,11.6,80.44
2025,5,29,22,0.0,0.0,0.0,29.54,11.76,79.51
2025,5,29,23,0.0,0.0,0.0,29.37,11.56,79.47
2025,5,30,0,0.0,0.0,0.0,29.23,11.46,79.88
2025,5,30,1,0.0,0.0,0.0,29.16,11.47,80.28
2025,5,30,2,0.0,0.0,0.0,29.16,11.33,80.6
2025,5,30,3,0.0,0.0,0.0,29.21,11.23,80.49
2025,5,30,4,0.0,0.0,0.0,29.26,11.23,80.23
2025,5,30,5,15.65,2.76,19.21,29.33,11.15,79.73
2025,5,30,6,152.85,104.61,132.21,29.63,11.25,77.54
2025,5,30,7,336.8,234.53,235.16,29.89,11.45,75.05
2025,5,30,8,524.12,241.99,318.79,30.03,11.72,73.41
2025,5,30,9,682.8,249.55,362.59,30.13,11.97,72.55
2025,5,30,10,803.58,467.07,289.23,30.22,12.12,71.71
2025,5,30,11,822.15,460.35,318.07,30.31,12.01,70.74
2025,5,30,12,766.47,352.8,343.38,30.4,11.61,70.0
2025,5,30,13,666.38,404.49,313.37,30.51,11.18,69.25
2025,5,30,14,532.17,288.81,268.76,30.63,10.59,68.67
2025,5,30,15,352.12,253.43,198.33,30.67,10.03,68.82
2025,5,30,16,171.85,69.15,131.75,30.56,9.39,70.06
2025,5,30,17,30.62,1.16,33.63,30.24,8.64,72.56
2025,5,30,18,0.0,0.0,0.0,29.93,8.35,74.85
2025,5,30,19,0.0,0.0,0.0,29.79,8.37,76.26
2025,5,30,20,0.0,0.0,0.0,29.7,8.48,77.2
2025,5,30,21,0.0,0.0,0.0,29.57,8.65,78.23
2025,5,30,22,0.0,0.0,0.0,29.39,8.91,79.18
2025,5,30,23,0.0,0.0,0.0,29.16,9.21,79.12
2025,5,31,0,0.0,0.0,0.0,28.89,9.47,79.28
2025,5,31,1,0.0,0.0,0.0,28.69,9.48,79.85
2025,5,31,2,0.0,0.0,0.0,28.56,9.6,80.71
2025,5,31,3,0.0,0.0,0.0,28.49,9.83,81.41
2025,5,31,4,0.0,0.0,0.0,28.46,9.77,82.09
2025,5,31,5,14.07,0.49,18.05,28.48,9.49,82.59
2025,5,31,6,130.1,58.9,102.42,28.85,9.52,81.31
2025,5,31,7,305.33,158.24,198.04,29.36,9.54,79.07
2025,5,31,8,494.4,214.36,263.72,29.86,9.61,76.6
2025,5,31,9,652.55,249.39,345.35,30.36,9.99,74.02
2025,5,31,10,790.05,344.5,341.65,30.79,10.41,71.74
2025,5,31,11,874.88,569.91,285.48,31.09,10.5,70.18
2025,5,31,12,809.25,546.19,232.28,31.22,10.35,69.5
2025,5,31,13,769.38,510.33,241.03,31.17,10.06,69.75
2025,5,31,14,609.17,474.96,240.58,30.98,9.56,70.79
2025,5,31,15,383.2,287.37,221.43,30.69,9.02,72.5
2025,5,31,16,175.43,84.15,118.64,30.33,8.75,74.78
2025,5,31,17,29.05,2.5,35.89,29.89,8.66,77.99
2025,5,31,18,0.0,0.0,0.0,29.56,8.38,80.91
2025,5,31,19,0.0,0.0,0.0,29.46,8.13,82.15
2025,5,31,20,0.0,0.0,0.0,29.44,8.15,82.67
2025,5,31,21,0.0,0.0,0.0,29.42,8.46,83.01
2025,5,31,22,0.0,0.0,0.0,29.38,8.73,83.46
2025,5,31,23,0.0,0.0,0.0,29.29,8.76,84.23
2025,6,1,0,0.0,0.0,0.0,29.2,8.58,84.79
2025,6,1,1,0.0,0.0,0.0,29.12,8.25,84.99
2025,6,1,2,0.0,0.0,0.0,29.01,7.65,85.6
2025,6,1,3,0.0,0.0,0.0,28.92,7.5,85.99
2025,6,1,4,0.0,0.0,0.0,28.87,7.35,85.87
2025,6,1,5,13.62,0.0,17.83,28.85,6.78,85.59
2025,6,1,6,132.98,37.26,97.98,29.15,6.46,83.85
2025,6,1,7,308.6,107.81,198.93,29.59,6.31,80.86
2025,6,1,8,486.62,190.07,274.66,30.03,6.14,77.31
2025,6,1,9,664.97,266.76,333.22,30.48,5.89,73.85
2025,6,1,10,795.9,379.81,351.08,30.92,5.55,70.95
2025,6,1,11,896.28,591.4,269.18,31.23,5.22,68.95
2025,6,1,12,844.97,650.97,198.78,31.44,5.02,67.76
2025,6,1,13,772.78,566.6,232.55,31.61,4.93,67.06
2025,6,1,14,612.65,503.11,210.5,31.62,5.06,67.1
2025,6,1,15,423.95,434.36,185.95,31.49,5.42,67.7
2025,6,1,16,210.75,288.11,119.71,31.16,5.86,69.56
2025,6,1,17,34.65,26.32,35.53,30.58,6.09,73.71
2025,6,1,18,0.0,0.0,0.0,29.94,6.21,79.12
2025,6,1,19,0.0,0.0,0.0,29.57,6.39,83.12
2025,6,1,20,0.0,0.0,0.0,29.38,6.37,85.69
2025,6,1,21,0.0,0.0,0.0,29.32,6.14,87.13
2025,6,1,22,0.0,0.0,0.0,29.31,5.86,87.78
2025,6,1,23,0.0,0.0,0.0,29.31,5.87,87.84
2025,6,2,0,0.0,0.0,0.0,29.31,5.96,87.38
2025,6,2,1,0.0,0.0,0.0,29.31,5.81,86.82
2025,6,2,2,0.0,0.0,0.0,29.27,5.59,86.52
2025,6,2,3,0.0,0.0,0.0,29.19,5.29,86.61
2025,6,2,4,0.0,0.0,0.0,29.1,4.99,86.74
2025,6,2,5,17.2,9.35,18.63,29.07,4.91,86.44
2025,6,2,6,151.95,201.23,109.23,29.4,5.14,84.8
2025,6,2,7,311.73,341.25,157.3,29.78,5.25,82.28
2025,6,2,8,530.7,206.71,326.84,30.15,5.26,78.88
2025,6,2,9,686.0,329.08,349.17,30.57,5.27,75.5
2025,6,2,10,804.2,457.26,361.77,30.97,5.24,72.73
2025,6,2,11,877.47,537.42,311.34,31.25,5.31,70.94
2025,6,2,12,839.8,424.48,360.61,31.46,5.35,69.56
2025,6,2,13,697.92,340.43,316.16,31.53,5.54,68.76
2025,6,2,14,523.0,287.54,257.54,31.44,5.97,68.77
2025,6,2,15,311.38,232.58,164.15,31.2,6.31,69.88
2025,6,2,16,147.0,113.82,87.98,30.84,6.45,72.31
2025,6,2,17,27.45,8.96,30.61,30.34,6.29,76.35
2025,6,2,18,0.0,0.0,0.0,29.86,6.21,80.68
2025,6,2,19,0.0,0.0,0.0,29.62,6.42,83.33
2025,6,2,20,0.0,0.0,0.0,29.45,6.55,85.42
2025,6,2,21,0.0,0.0,0.0,29.36,6.79,86.37
2025,6,2,22,0.0,0.0,0.0,29.29,7.3,86.3
2025,6,2,23,0.0,0.0,0.0,29.19,7.66,86.35
2025,6,3,0,0.0,0.0,0.0,29.12,7.72,86.48
2025,6,3,1,0.0,0.0,0.0,29.09,7.77,86.45
2025,6,3,2,0.0,0.0,0.0,29.09,7.88,86.12
2025,6,3,3,0.0,0.0,0.0,29.08,7.81,85.81
2025,6,3,4,0.0,0.0,0.0,29.05,7.43,85.77
2025,6,3,5,15.45,2.4,19.26,29.03,7.02,85.87
